,username,created_at,truncated,description,following,followers,totaltweets,retweetcount,text,hashtags,user_mention,retweetScreenNames
141,Whoreal52649819,2022-09-21 00:22:05+00:00,False,"I quit Twitter, but well I need to spread some truth.... I know... who cares right? 😉",128,48,2912,6,#Denmark Halt The #vaccine #clotshot #booster #vaccineinjury #vacinesideeffects #vaccinedamage #vaccineadversereaction #DiedSuddenly #SADS https://t.co/6lL4SQCRsi,"[{'text': 'Denmark', 'indices': [14, 22]}, {'text': 'vaccine', 'indices': [32, 40]}, {'text': 'clotshot', 'indices': [41, 50]}, {'text': 'booster', 'indices': [51, 59]}, {'text': 'vaccineinjury', 'indices': [60, 74]}, {'text': 'vacinesideeffects', 'indices': [75, 93]}, {'text': 'vaccinedamage', 'indices': [94, 108]}, {'text': 'vaccineadversereaction', 'indices': [109, 132]}]",['tsubject'],tsubject
142,Whoreal52649819,2022-09-21 00:15:41+00:00,False,"I quit Twitter, but well I need to spread some truth.... I know... who cares right? 😉",128,48,2912,14,Del Bigtree From @HighWireTalk Dropping His Usual Truth Bombs About The #vaccine #clotshot #booster #vaccinedamage #vaccineinjured #vaccineinjury #VaccineDeaths #vaccineadversereaction #vaccineSideEffect #SADS #DiedUnexpectedly #diedsuddenly #WakeUp https://t.co/q0JMVEubE5,"[{'text': 'vaccine', 'indices': [86, 94]}, {'text': 'clotshot', 'indices': [95, 104]}, {'text': 'booster', 'indices': [105, 113]}, {'text': 'vaccinedamage', 'indices': [114, 128]}]","['tsubject', 'HighWireTalk']",tsubject
143,Arclight1111,2022-09-20 23:50:27+00:00,False,🇨🇦 Patriot,777,131,5775,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
144,ChoicesMatter_,2022-09-20 23:00:02+00:00,False,Forceful Medical/vaxx is not the way to a healthy lifestyle! Health cannot be injected. Enough is enough! https://t.co/kXr2lapf6J,249,206,12250,0,"#vaccinedeath is real
#vaccineinjury is real
Young/healthy people falling over dead (post 💉 or otherwise) is NOT NORMAL!
Young/healthy people dying in their sleep (post 💉 or otherwise) is NOT NORMAL!
#StopTheShot
#DoNotComply
#stoptheshots
#Informedconsent is a right!","[{'text': 'vaccinedeath', 'indices': [0, 13]}, {'text': 'vaccineinjury', 'indices': [22, 36]}, {'text': 'StopTheShot', 'indices': [200, 212]}, {'text': 'DoNotComply', 'indices': [213, 225]}, {'text': 'stoptheshots', 'indices': [226, 239]}, {'text': 'Informedconsent', 'indices': [240, 256]}]",[],
145,NerClea,2022-09-20 22:58:06+00:00,False,本当のことを知ろう ((((((((((っ･ω･)っ,4218,4427,675386,243,"Had anaphylaxis after my first Moderna shot and hospitalized for 3 days. After 7 months, I still suffer from lots of symptoms like ME/CFS and can barely walk. Hoping to know more about #VaccineInjury.
#RealNotRare
#ワクチン後遺症 #コロナワクチン後遺症 #ワクチン長期副反応 https://t.co/m4cEAVWqcv https://t.co/1jZCrzPWhN",[],['Anglc611'],Anglc611
146,Pensfan668771,2022-09-20 22:53:14+00:00,False,I tell it like it is. I am a free thinker. Blocked by Gene Simmons of Kiss. He bashed the unvaxxed I called him out.,3382,933,35744,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
147,DennisKeithMcG2,2022-09-20 22:27:37+00:00,False,"Southern by the Grace of God, Veteran, 1&2A, MAGA, solid anti\/, (no apologies offered), Ignorance is death not bliss.",209,122,2919,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
148,mdkatrsk,2022-09-20 22:24:36+00:00,False,"Dr Avshalom Carmel. proud sub human.control group. dark side of vax here. סיירת גולני 1980, קראתי מספיק כדי לדעת שפייק היום=אמת מחר.",242,4999,17135,14,Del Bigtree From @HighWireTalk Dropping His Usual Truth Bombs About The #vaccine #clotshot #booster #vaccinedamage #vaccineinjured #vaccineinjury #VaccineDeaths #vaccineadversereaction #vaccineSideEffect #SADS #DiedUnexpectedly #diedsuddenly #WakeUp https://t.co/q0JMVEubE5,"[{'text': 'vaccine', 'indices': [86, 94]}, {'text': 'clotshot', 'indices': [95, 104]}, {'text': 'booster', 'indices': [105, 113]}, {'text': 'vaccinedamage', 'indices': [114, 128]}]","['tsubject', 'HighWireTalk']",tsubject
149,BarLeNoble_hd,2022-09-20 22:24:00+00:00,False,“it’s no measure of health to be well adjusted to a profoundly sick society.” -Krishnamurti,456,201,724,0,NBA star Kyrie Irving declares vaccine mandates ‘one of the biggest violations of HUMAN RIGHTS in history’ #NoVaccineMandates  #GreatResist #greatawakening https://t.co/trauhVE3w3,"[{'text': 'NoVaccineMandates', 'indices': [107, 125]}, {'text': 'GreatResist', 'indices': [127, 139]}, {'text': 'greatawakening', 'indices': [140, 155]}]",[],
150,EmonLusk42069,2022-09-20 21:50:26+00:00,False,Not a bot . almost vegan. 2 doggo 1 orange tabby cat. Single. no kids. love Lego and Bit-f**king-coin,53,115,22847,1,@pfizer Do you know which patients are at high risk for severe injuries and deaths from Moderna's &amp; Pfizer's mRNA shots?  Everyone. #NoVaccineMandates #NoVaccinePassports #TrudeauMustGoNow #TrudeauMustGo,[],"['tfknocks', 'pfizer']",tfknocks
151,EducateYal,2022-09-20 21:49:15+00:00,False,"Dr. Seuss: From there to here, and here to there, funny things are everywhere. #PinocchioGangsters #AdultBully #RonCon #ChildrenToo #SocialSecurityLiens",387,84,4703,0,@Fastandannoyed @TexaninMN @BACKGRDPLAYER3 @davramdavram No #AntiVaccine #Covid spreaders are allowed in my house! Another’s ignorant irresponsibility doesn’t justify tolerance during #GlobalPandemic #CovidIsNotOver,"[{'text': 'AntiVaccine', 'indices': [60, 72]}, {'text': 'Covid', 'indices': [73, 79]}, {'text': 'GlobalPandemic', 'indices': [184, 199]}, {'text': 'CovidIsNotOver', 'indices': [200, 215]}]","['Fastandannoyed', 'TexaninMN', 'BACKGRDPLAYER3', 'davramdavram']",
152,tfknocks,2022-09-20 21:29:54+00:00,False,“….the things people know for sure will change. There is no knowing *for a fact*. The only dependable things are humility and looking.” - Richard Powers,3550,902,4919,1,@pfizer Do you know which patients are at high risk for severe injuries and deaths from Moderna's &amp; Pfizer's mRNA shots?  Everyone. #NoVaccineMandates #NoVaccinePassports #TrudeauMustGoNow #TrudeauMustGo,"[{'text': 'NoVaccineMandates', 'indices': [136, 154]}, {'text': 'NoVaccinePassports', 'indices': [155, 174]}, {'text': 'TrudeauMustGoNow', 'indices': [175, 192]}, {'text': 'TrudeauMustGo', 'indices': [193, 207]}]",['pfizer'],
153,X3N0N4N0N1,2022-09-20 21:02:12+00:00,False,"the slur ""Anti-vaxxer"" 
is divisive belittling defamatory slander 
indicative of a sinister 
narcissistic bully 
trying to manipulate a victim 
into compliance",2673,1193,17895,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
154,ThePeoplesHubHQ,2022-09-20 20:54:17+00:00,False,"The Peoples Hub
#InternationalWomensDecade",18035,16393,59419,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
155,Jenifer46277051,2022-09-20 20:53:50+00:00,False,It isn’t really an “I told you so” moment. It is so sad that millions of people were coerced and bullied into taking a ‘jab’ that has harmed them😡,4993,4285,103713,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
156,kportocali,2022-09-20 20:52:57+00:00,False,,625,4112,32862,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
157,HealthCoachLond,2022-09-20 20:50:38+00:00,False,"Helping people create healthier habits. TOP 10 UK #HealthCoach blogs 2018, 2019 & 2020 #EmotionalEating Coach, Pilates teacher.",2503,2604,18643,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
158,messageman,2022-09-20 20:33:20+00:00,False,"A small but imperative voice withstanding Secular Socialism, Liberalism, Communism, Terrorism, and anything just plain crazy. No, you can't have my @! 🙂",18,27,4271,0,"@ryangerritsen Madman!  I know 2 who died shortly after and directly because of the mRNA shot, and 2 young men severely affected with heart problems so that the one could not go back to work due to weakness. 

They can take their mRNA and Shove It!
#NoVaccineMandates #ArriveCan must be canceled","[{'text': 'NoVaccineMandates', 'indices': [249, 267]}, {'text': 'ArriveCan', 'indices': [268, 278]}]",['ryangerritsen'],
159,jmhffmn,2022-09-20 20:05:49+00:00,False,Mom and wife. RN. IP. Team Reality. Ask more questions. Read more books.,661,322,2285,0,"@CMSGov @OSHA_DOL it's time to get your shit together.  The COVID vaccine does not prevent the spread of COVID and therefore there should be no requirement for HCW to be vaccinated or different treatment for those who are not vaccinated 
@CDCgov @CDCDirector 
#NoVaccineMandates","[{'text': 'NoVaccineMandates', 'indices': [260, 278]}]","['CMSGov', 'OSHA_DOL', 'CDCgov', 'CDCDirector']",
160,EmfFact,2022-09-20 19:17:25+00:00,False,"Modern survivalist at the sunset of #freedomFrom
""to protect the author rights of Lord Jesus #Christ in the world""
#KnowYourEnemy and you will #KnowYourSaviour",907,492,27032,19,"Greg took the Moderna booster in Oct 2021. Within two weeks, he experienced extreme right hip and leg bursitis and neuropathy and became unable to walk.

Have you had an injury from the 💉? Report your story at https://t.co/gH6bqXkCXs #vaccineinjured #vaccineinjury #neuropathy https://t.co/jMK6uHckKW",[],['CWTAIC'],CWTAIC
161,NathanandEthel,2022-09-20 19:12:32+00:00,False,"Oldies but goodies, especially on bikes. We support leaders who spoke against covid hysteria in 2020 & trying to stop the 2030 UN Agenda. #MaximeBernier #PPC",391,88,1520,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/CIphk0mbc1","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
162,heavyed65,2022-09-20 19:06:47+00:00,False,Activist for a FreePalestine,293,644,54409,0,#Pandemic Is Over!” Declares President #JoeBiden https://t.co/JCLi6WDHvm via @YouTube #FireFauci #AnthonyFauci #WHO #CDC #BillGates #NoVaccineMandates #lockdown #democrats #CNN #BBC #FoxNews #MSNBC #ABC #CBS #NBC,"[{'text': 'Pandemic', 'indices': [0, 9]}, {'text': 'JoeBiden', 'indices': [39, 48]}, {'text': 'FireFauci', 'indices': [86, 96]}, {'text': 'AnthonyFauci', 'indices': [97, 110]}, {'text': 'WHO', 'indices': [111, 115]}, {'text': 'CDC', 'indices': [116, 120]}, {'text': 'BillGates', 'indices': [121, 131]}, {'text': 'NoVaccineMandates', 'indices': [132, 150]}, {'text': 'lockdown', 'indices': [151, 160]}, {'text': 'democrats', 'indices': [161, 171]}, {'text': 'CNN', 'indices': [172, 176]}, {'text': 'BBC', 'indices': [177, 181]}, {'text': 'FoxNews', 'indices': [182, 190]}, {'text': 'MSNBC', 'indices': [191, 197]}, {'text': 'ABC', 'indices': [198, 202]}, {'text': 'CBS', 'indices': [203, 207]}, {'text': 'NBC', 'indices': [208, 212]}]",['YouTube'],
163,JRocker464,2022-09-20 18:43:07+00:00,False,Loves the prairies & the mountains. Respect for democracy & democratic freedoms.,0,13,95,0,"#cdnpoli #COVID_9 #Novaccinemandates @PierrePoilievre #onpoli #nspoli #nbpoli #nlpoli #qcpoli #mbpoli #skpoli #abpoli #bcpoli @MelissaLantsman @Spencerfernando @TheRealKeean @AndrewLawton
I expect donors to the Liberal Party are getting rich from this scam
https://t.co/5CDHPlVEO3","[{'text': 'cdnpoli', 'indices': [0, 8]}, {'text': 'COVID_9', 'indices': [9, 17]}, {'text': 'Novaccinemandates', 'indices': [18, 36]}, {'text': 'onpoli', 'indices': [54, 61]}, {'text': 'nspoli', 'indices': [62, 69]}, {'text': 'nbpoli', 'indices': [70, 77]}, {'text': 'nlpoli', 'indices': [78, 85]}, {'text': 'qcpoli', 'indices': [86, 93]}, {'text': 'mbpoli', 'indices': [94, 101]}, {'text': 'skpoli', 'indices': [102, 109]}, {'text': 'abpoli', 'indices': [110, 117]}, {'text': 'bcpoli', 'indices': [118, 125]}]","['PierrePoilievre', 'MelissaLantsman', 'SpencerFernando', 'TheRealKeean', 'AndrewLawton']",
164,GonzoGuad,2022-09-20 18:38:30+00:00,False,"Creative, Creator, Revolucionario",672,277,20637,0,@AP Sounds like the #antivaccine folks won over everyone 🤨 @CDCgov @WHCOVIDResponse,"[{'text': 'antivaccine', 'indices': [20, 32]}]","['AP', 'CDCgov', 'WHCOVIDResponse']",
165,hephaistos_ai,2022-09-20 18:34:20+00:00,False,"Héphaïstos has won 5 competitions and is frequently cited in press articles for its innovative character and its solutions.
Follow on Instagram- @hephaistos_ai",207,4543,388497,1,"#cdnpoli #COVID19 #COVID #Novaccinemandates @PierrePoilievre #onpoli #nspoli #nbpoli #nlpoli #qcpoli #mbpoli #skpoli #abpoli #bcpoli @MelissaLantsman @Spencerfernando @TheRealKeean @AndrewLawton 
JT &amp; @CPHO_Canada, aren't concerned. Cont'd push the jab.
https://t.co/iz8M5iEY8I","[{'text': 'cdnpoli', 'indices': [16, 24]}, {'text': 'COVID19', 'indices': [25, 33]}, {'text': 'COVID', 'indices': [34, 40]}, {'text': 'Novaccinemandates', 'indices': [41, 59]}, {'text': 'onpoli', 'indices': [77, 84]}, {'text': 'nspoli', 'indices': [85, 92]}, {'text': 'nbpoli', 'indices': [93, 100]}, {'text': 'nlpoli', 'indices': [101, 108]}, {'text': 'qcpoli', 'indices': [109, 116]}, {'text': 'mbpoli', 'indices': [117, 124]}, {'text': 'skpoli', 'indices': [125, 132]}]","['JRocker464', 'PierrePoilievre']",JRocker464
166,JRocker464,2022-09-20 18:34:15+00:00,False,Loves the prairies & the mountains. Respect for democracy & democratic freedoms.,0,13,95,1,"#cdnpoli #COVID19 #COVID #Novaccinemandates @PierrePoilievre #onpoli #nspoli #nbpoli #nlpoli #qcpoli #mbpoli #skpoli #abpoli #bcpoli @MelissaLantsman @Spencerfernando @TheRealKeean @AndrewLawton 
JT &amp; @CPHO_Canada, aren't concerned. Cont'd push the jab.
https://t.co/iz8M5iEY8I","[{'text': 'cdnpoli', 'indices': [0, 8]}, {'text': 'COVID19', 'indices': [9, 17]}, {'text': 'COVID', 'indices': [18, 24]}, {'text': 'Novaccinemandates', 'indices': [25, 43]}, {'text': 'onpoli', 'indices': [61, 68]}, {'text': 'nspoli', 'indices': [69, 76]}, {'text': 'nbpoli', 'indices': [77, 84]}, {'text': 'nlpoli', 'indices': [85, 92]}, {'text': 'qcpoli', 'indices': [93, 100]}, {'text': 'mbpoli', 'indices': [101, 108]}, {'text': 'skpoli', 'indices': [109, 116]}, {'text': 'abpoli', 'indices': [117, 124]}, {'text': 'bcpoli', 'indices': [125, 132]}]","['PierrePoilievre', 'MelissaLantsman', 'SpencerFernando', 'TheRealKeean', 'AndrewLawton', 'CPHO_Canada']",
167,Drexcimer,2022-09-20 17:59:04+00:00,False,,329,267,91427,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
168,iCelebrateStars,2022-09-20 17:16:37+00:00,False,"CELEBRATING THE LIFE OF THE NEW CREATION IN CHRIST. 
...the new creation realities!!!
MUSIC | FASHION & GLAMOUR | INTERVIEWS | EVENTS",1298,502,1896,27,#bloodclots Found By Embalmers Could Be Linked To #vaccine #clotshot #booster And Cause Of #VaccineDeaths #DiedUnexpectedly #DiedSuddenly #sads #vaccineinjury #VaccineAdverseReaction #vaccinedamage #VaccineSideEffects #WakeUp https://t.co/iSaWPESJnf,"[{'text': 'bloodclots', 'indices': [14, 25]}, {'text': 'vaccine', 'indices': [64, 72]}, {'text': 'clotshot', 'indices': [73, 82]}, {'text': 'booster', 'indices': [83, 91]}, {'text': 'VaccineDeaths', 'indices': [105, 119]}, {'text': 'DiedUnexpectedly', 'indices': [120, 137]}]",['tsubject'],tsubject
169,TeaRachels,2022-09-20 17:09:55+00:00,False,if you want to be my friend be aware I'm going to test if you're real. either by a phone call. or FaceTime. don't try to ask me for a date. I'm going to block,1912,473,8958,2,"just as 😡DEAD
Whether you die from #COVID19 
   or VAX😡side-effects:BloodClots, DIABETES,…
Hence critical compare✴️ALL-CAUSE ✴️DEATHS
     over MANY✴️years/decades
 
👍FREE consult
https://t.co/CnWzNHOQCV

#HoldTheLine
#NoVaccineMandates #oprah
👍
@GeorgeFareed2 @MartyMakary https://t.co/AHJa8B5ZYz","[{'text': 'COVID19', 'indices': [54, 62]}]",['BLISSinHEALTH'],BLISSinHEALTH
170,yoelmo21,2022-09-20 16:33:10+00:00,False,Real Housewives/ bachelorette fan lifelong democrat-I fear the DNC has lost their way. Question everything - TarHeels GETTR @yoelmo21,195,57,15276,0,"Amazing yes Eric Adams, Bill DeBlasio, Kathy Hochul and Cuomo will be on the wrong side of history. #NoVaccineMandates #votethemOUT #saveNY https://t.co/DXLoLumiaf","[{'text': 'NoVaccineMandates', 'indices': [100, 118]}, {'text': 'votethemOUT', 'indices': [119, 131]}, {'text': 'saveNY', 'indices': [132, 139]}]",[],
171,maegan_laporte,2022-09-20 16:19:55+00:00,False,Proud Canadian hockey and curling fan freedom supporter Catholic Christian pro-life disabled and a patriot support constitutions of 🇨🇦🇺🇸,3616,3392,742467,2,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/HoGcFkfovL","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
172,PerKarlsen9,2022-09-20 16:16:55+00:00,False,Politisk interesseret. Anti globallist.,375,358,18211,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
173,lizduffy22,2022-09-20 16:09:09+00:00,False,Passionate about vaccine hesitancy. Also a bit of a music nerd and play the harp!I enjoy reading. If you love doughnuts we`ll get along. Opinions my own.,1922,683,1828,1,"Authorities, that makes them even more likely to fall prey to #antivaccine groups. Hope this provided some value to at least some people, I'd love to hear your thoughts 😊","[{'text': 'antivaccine', 'indices': [78, 90]}]",['lizduffy22'],lizduffy22
174,lizduffy22,2022-09-20 16:09:07+00:00,False,Passionate about vaccine hesitancy. Also a bit of a music nerd and play the harp!I enjoy reading. If you love doughnuts we`ll get along. Opinions my own.,1922,683,1828,1,"Navigating this information can be terrifying for #vaccinehesitant parents who simply have questions. This puts them in an emotionally primed state, and they are then vulnerable to being recruited by extremist #antivaccine groups. And if they've felt ignored by #health","[{'text': 'vaccinehesitant', 'indices': [66, 82]}]",['lizduffy22'],lizduffy22
175,lizduffy22,2022-09-20 16:09:06+00:00,False,Passionate about vaccine hesitancy. Also a bit of a music nerd and play the harp!I enjoy reading. If you love doughnuts we`ll get along. Opinions my own.,1922,683,1828,2,"benefit analysis. It's risk vs risk. What's the risk of vaccine injury vs the risk of contracting a vaccine preventable disease? The former is often amplified by #antivaccine channels and other media. While the risk of #vaccine preventable disease is downplayed. Make no mistake,",[],['lizduffy22'],lizduffy22
176,firuzimehta,2022-09-20 16:06:38+00:00,False,"Good health is not just about cure of disease but results from our lifestyles, nutrition and environment. Live as chemical-free as possible!",191,12447,14238,26,"Dr. Tess Lawrie stands with the v-injured. Join the campaign or share your 💉 injury story at https://t.co/gH6bqXkCXs.

#FLCCC #vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #moderna #pfizer #POTS #MECFS #CFSME #MCAS #PEM #dysautonomia #react19 https://t.co/r8ejEKBUGb","[{'text': 'FLCCC', 'indices': [131, 137]}]",['CWTAIC'],CWTAIC
177,mizz_beherenow,2022-09-20 15:55:43+00:00,False,"""I know that I know nothing"" -Socrates

""Be Here Now"" -Ram Dass",237,145,4276,3,"This man has gone down a very dark path.

Maybe we could all collectively hope, meditate and pray that his heart and mind changes, and that this destructive path he's on will end. ❤

Keep talking about it!

#BillGates
#VaccineSideEffects #NoVaccineMandates https://t.co/lw3ajrmzD2","[{'text': 'BillGates', 'indices': [207, 217]}, {'text': 'VaccineSideEffects', 'indices': [218, 237]}, {'text': 'NoVaccineMandates', 'indices': [238, 256]}]",[],
178,kittyhundal,2022-09-20 15:45:09+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,1,"#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood

#Panquake is the upcoming alternative to Twitter &amp; other social media #censorship 

Check it out here: https://t.co/1RuGiWfDjW https://t.co/M3dAaRjKqz","[{'text': 'cdnpoli', 'indices': [0, 8]}, {'text': 'onpoli', 'indices': [9, 16]}, {'text': 'bcpoli', 'indices': [17, 24]}, {'text': 'qcpoli', 'indices': [25, 32]}, {'text': 'saskpoli', 'indices': [34, 43]}, {'text': 'NoVaccineMandates', 'indices': [45, 63]}, {'text': 'TruckersForFreedom', 'indices': [64, 83]}, {'text': 'TheGreatResist', 'indices': [84, 99]}, {'text': 'Nuremberg2', 'indices': [100, 111]}, {'text': 'NoFarmsNoFood', 'indices': [112, 126]}, {'text': 'Panquake', 'indices': [128, 137]}, {'text': 'censorship', 'indices': [202, 213]}]",[],
179,JuanitaDahlin,2022-09-20 15:29:46+00:00,False,"Software developer, mom, critical thinker, and fierce supporter of civil liberties and bodily autonomy.",43,53,606,0,@Myles11CD You have my vote! #NoVaccineMandates,"[{'text': 'NoVaccineMandates', 'indices': [29, 47]}]",['Myles11CD'],
180,ravbasil,2022-09-20 15:29:00+00:00,False,"Darth Blackface and his line shall fall

Pattycake / Bakers Man",2518,991,19344,2,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/HoGcFkfovL","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
181,kittyhundal,2022-09-20 15:21:24+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/CIphk0mbc1","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
